restaurant,city,features
"EUROPEAN RESTAURANT", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Private_Parties Late_Night_Menu Italian_(Northern) Italian_(Southern) Pizza Good_Food Good_Service Fair_Decor below_$15"
"MR. BARTLEY'S BURGER COTTAGE", "boston", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Quirky Open_for_Breakfast Credit_cards_are_not_accepted Hamburgers Excellent_Food Good_Service Fair_Decor below_$15"
"Sushi-Nagoya", "boston", "Weekend_Dining Weekend_Dining Good_Food Excellent_Service Good_Decor $15-$30"
"NO NAME", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Quirky Credit_cards_are_not_accepted Seafood Excellent_Food Good_Service Fair_Decor $15-$30"
"Bangkok and Hong Kong Cuisine (fka Ahan-Thai)", "boston", "Thai Asian Good_Food Good_Service Excellent_Decor $15-$30"
"Selaam", "boston", "Good_Food Excellent_Service Fair_Decor below_$15"
"Vinny Marino's", "boston", "Good_for_Younger_Kids Wheelchair_Access Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Entertainment Delivery_Available Bar-B-Q Italian_(Northern) Italian_(Southern) Middle_Eastern Excellent_Food Excellent_Service Good_Decor $15-$30"
"HAMPSHIRE HOUSE", "boston", "Wheelchair_Access Weekend_Dining No_Smoking_Allowed Weekend_Dining Romantic Private_Rooms_Available Private_Parties Parking/Valet Need_To_Dress Health_Conscious_Menus Game Warm_spots_by_the_fire Entertainment Entertainment American_(Traditional) Continental Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"JOSEPH'S AQUARIUM", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Dining_After_the_Theater Late_Night_Menu Private_Rooms_Available Private_Parties Parking/Valet Continental Seafood Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Fuddruckers", "boston", "Hamburgers Good_Food Fair_Service Fair_Decor below_$15"
"Mateo's", "boston", "Takeout_Available Weekend_Dining Weekend_Dining Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Good_Decor $15-$30"
"Caffe Bella", "boston", "Italian_(Northern) Good_Food Good_Service Good_Decor $15-$30"
"CHERRYSTONES", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining No_Smoking_Allowed Weekend_Dining Very_Busy_-_Reservations_a_Must Dining_After_the_Theater Late_Night_Menu Pre-theater_Dining Early_Dining Private_Rooms_Available Private_Parties Cafe/Garden_Dining Dining_Outdoors Seafood Good_Food Good_Service Excellent_Decor $15-$30"
"ICARUS", "boston", "Fabulous_Wine_Lists Weekend_Dining Little_Known_But_Well_Liked Romantic Very_Busy_-_Reservations_a_Must Private_Parties Parking/Valet Game Entertainment Singles_Scene American_(Contemporary) Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Cecil's", "boston", "Mexican Tex-Mex South_American Good_Food Good_Service Good_Decor $15-$30"
"La Rivage", "boston", "Weekend_Dining Cafe/Garden_Dining Dining_Outdoors French_Classic Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"NEW KOREA", "boston", "Wheelchair_Access Weekend_Dining No_Smoking_Allowed Weekend_Dining Private_Parties Creative Korean Extraordinary_Food Excellent_Service Fair_Decor $15-$30"
"Cafe Marliave", "boston", "An_Historic_Spot Cafe/Garden_Dining Dining_Outdoors Business_Scene Traditional Italian_(Southern) Excellent_Food Excellent_Service Good_Decor $15-$30"
"PONTE VECCHIO", "boston", "Wheelchair_Access Italian_(Northern) Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Bluestone Bistro", "boston", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Weekend_Dining No_Reservations Fine_for_Dining_Alone Delivery_Available American_(Contemporary) Californian Excellent_Food Good_Service Good_Decor below_$15"
"White Rainbow", "boston", "An_Out_Of_The_Way_Find Wheelchair_Access Romantic Very_Busy_-_Reservations_a_Must Warm_spots_by_the_fire American_(Contemporary) Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"FELICIA'S", "boston", "Wheelchair_Access Weekend_Dining Romantic Private_Rooms_Available Private_Parties Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Good_Decor $15-$30"
"DAVIDE", "boston", "Wheelchair_Access Weekend_Dining Romantic Very_Busy_-_Reservations_a_Must Dining_After_the_Theater Late_Night_Menu Private_Rooms_Available Private_Parties Parking/Valet Need_To_Dress Game Italian_(Northern) Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"CAFE PARADISO", "boston", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Great_for_People_Watching Focus_on_Dessert Fountain_and_Ice_Cream Coffee_Shops Italian_(Northern) Italian_(Southern) Excellent_Food Good_Service Good_Decor below_$15"
"Boylston's (fka The Steak Place)", "boston", "Wheelchair_Access Relaxed_Senior_Scene Dining_After_the_Theater Late_Night_Menu Pre-theater_Dining Early_Dining Private_Rooms_Available Parking/Valet American_(Traditional) Bar-B-Q Steakhouses Excellent_Food Excellent_Service Good_Decor $15-$30"
"GOEMON", "boston", "Good_for_Younger_Kids Wheelchair_Access Takeout_Available Cafe/Garden_Dining Relaxed_Senior_Scene Weekend_Dining Very_Busy_-_Reservations_a_Must Fine_for_Dining_Alone Japanese Excellent_Food Excellent_Service Good_Decor below_$15"
"UPSTAIRS AT THE PUDDING", "boston", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Weekend_Dining Private_Rooms_Available Private_Parties An_Historic_Spot Health_Conscious_Menus Game Warm_spots_by_the_fire Continental Italian_(Northern) Italian_Nuova_Cucina Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"Spasso Restaurant & Bar", "boston", "Italian_Nuova_Cucina Good_Food Good_Service Good_Decor $15-$30"
"CHEZ NOUS", "boston", "Wheelchair_Access No_Smoking_Allowed Romantic Pre-theater_Dining Early_Dining Eclectic French_Nouvelle Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"Maluken Japanese Restaurant", "boston", "Japanese Good_Food Good_Service Good_Decor $15-$30"
"Barbeques International", "boston", "Indian Excellent_Food Excellent_Service Fair_Decor below_$15"
"Boston Sail Loft", "boston", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Weekend_Dining Weekend_Dining No_Reservations Very_Busy_-_Reservations_a_Must Private_Rooms_Available Hip_Place_To_Be An_Historic_Spot Cafe/Garden_Dining Dining_Outdoors Singles_Scene American_(Traditional) Eclectic Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"MOON VILLA", "boston", "For_the_Young_and_Young_at_Heart Weekend_Dining Weekend_Dining Late_Night_Menu Carry_in_Wine_and_Beer Chinese Good_Food Good_Service Fair_Decor below_$15"
"BUTECO", "boston", "Good_for_Younger_Kids Wheelchair_Access Takeout_Available Weekend_Dining Romantic Quirky Brazilian Excellent_Food Excellent_Service Fair_Decor below_$15"
"Anchovies", "boston", "Wheelchair_Access Weekend_Dining No_Reservations Up_and_Coming Late_Night_Menu Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"JULIEN", "boston", "Fabulous_Wine_Lists Good_Out_of_Town_Business Weekend_Dining Romantic Power_Brokers Hip_Place_To_Be Classic_Hotel_Dining Entertainment Fine_for_Dining_Alone Business_Scene French_Nouvelle Near-perfect_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"NARA RESTAURANT", "boston", "Wheelchair_Access Private_Rooms_Available Private_Parties Parking/Valet An_Historic_Spot Japanese Korean Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"Botolph's on Tremont", "boston", "Wheelchair_Access Weekend_Dining No_Reservations Up_and_Coming Late_Night_Menu Hip_Place_To_Be Singles_Scene Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Union Grille", "boston", "Takeout_Available Weekend_Dining Weekend_Dining Private_Parties Health_Conscious_Menus Cafe/Garden_Dining Dining_Outdoors Game Focus_on_Dessert Fountain_and_Ice_Cream American_(Contemporary) Eclectic Extraordinary_Food Extraordinary_Service Good_Decor $15-$30"
"Elephant Walk", "boston", "French_Nouvelle Good_Food Good_Service Good_Decor $15-$30"
"Dover Grille & Cafe", "boston", "Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"HOULIHAN'S", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Focus_on_Dessert Fountain_and_Ice_Cream Dancing American_(Traditional) Eclectic Hamburgers Good_Food Good_Service Good_Decor $15-$30"
"SIAM CUISINE", "boston", "Good_for_Younger_Kids Weekend_Dining Weekend_Dining Romantic Private_Rooms_Available Private_Parties Thai Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"HOUSE OF SIAM", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Thai Excellent_Food Excellent_Service Good_Decor $15-$30"
"LE BOCAGE", "boston", "Fabulous_Wine_Lists Wheelchair_Access Private_Rooms_Available Private_Parties Game Catering_for_Special_Events Traditional French_Classic French_Nouvelle Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"RARITIES", "boston", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Romantic Very_Busy_-_Reservations_a_Must Power_Brokers Private_Rooms_Available Private_Parties Classic_Hotel_Dining Health_Conscious_Menus Game Entertainment Business_Scene Creative American_(Contemporary) Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"The Blue Room", "boston", "International Good_Food Good_Service Good_Decor $15-$30"
"MILK STREET CAFE", "boston", "Takeout_Available Cafe/Garden_Dining Dining_Outdoors Delivery_Available Catering_for_Special_Events Open_for_Breakfast Credit_cards_are_not_accepted Traditional Health_Food Excellent_Food Good_Service Fair_Decor below_$15"
"Cafe Escadrille", "boston", "Fabulous_Wine_Lists Weekend_Dining Private_Rooms_Available Private_Parties Late_Night_Menu Game Entertainment Dancing Business_Scene Singles_Scene Continental Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"CAFE BUDAPEST", "boston", "Wheelchair_Access Good_Out_of_Town_Business Weekend_Dining No_Smoking_Allowed Romantic Power_Brokers Private_Rooms_Available Private_Parties Parking/Valet Need_To_Dress Classic_Hotel_Dining Game Hungarian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Cafe Rose", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Delivery_Available Carry_in_Wine_and_Beer Middle_Eastern Good_Food Good_Service Fair_Decor below_$15"
"NADIA'S EASTERN STAR", "boston", "Takeout_Available Weekend_Dining No_Reservations Quirky Late_Night_Menu Credit_cards_are_not_accepted Lebanese Middle_Eastern Excellent_Food Excellent_Service Fair_Decor below_$15"
"THAI CUISINE", "boston", "Weekend_Dining Weekend_Dining No_Reservations Delivery_Available Thai Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"PILLAR HOUSE", "boston", "Fabulous_Wine_Lists No_Smoking_Allowed Relaxed_Senior_Scene Very_Busy_-_Reservations_a_Must Private_Rooms_Available Private_Parties Need_To_Dress Game Warm_spots_by_the_fire Business_Scene American_(Traditional) Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"CHART HOUSE", "boston", "Wheelchair_Access Weekend_Dining Pre-theater_Dining Early_Dining Private_Rooms_Available Private_Parties Parking/Valet Seafood Steakhouses Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"CACTUS CLUB", "boston", "Wheelchair_Access Weekend_Dining Cafe/Garden_Dining Weekend_Dining No_Reservations Great_for_People_Watching Private_Parties Parking/Valet Hip_Place_To_Be Health_Conscious_Menus Cafe/Garden_Dining Dining_Outdoors Warm_spots_by_the_fire Catering_for_Special_Events Singles_Scene Southwestern Excellent_Food Good_Service Excellent_Decor $15-$30"
"SAPORITO", "boston", "Wheelchair_Access Weekend_Dining Creative Italian_(Northern) Italian_(Southern) Near-perfect_Food Extraordinary_Service Excellent_Decor $30-$50"
"Bishop's", "boston", "Good_for_Younger_Kids Weekend_Dining Private_Rooms_Available Private_Parties Entertainment Greek Lebanese Middle_Eastern Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"Emilio's", "boston", "Very_Busy_-_Reservations_a_Must Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Fair_Decor $15-$30"
"Demo's Restaurant", "boston", "Good_for_Younger_Kids Greek Excellent_Food Good_Service Poor_Decor below_$15"
"AUJOURD'HUI", "boston", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Weekend_Dining Romantic Pre-theater_Dining Early_Dining Power_Brokers Private_Rooms_Available Private_Parties Parking/Valet Need_To_Dress Classic_Hotel_Dining Entertainment Fine_for_Dining_Alone Business_Scene American_(Contemporary) Continental Eclectic French_Nouvelle Near-perfect_Food Near-perfect_Service Near-perfect_Decor $30-$50"
"India Pavilion", "boston", "Takeout_Available Weekend_Dining No_Smoking_Allowed Weekend_Dining Private_Parties Delivery_Available Authentic Indian Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"AVEROF", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining No_Reservations Private_Rooms_Available Private_Parties Quirky Entertainment Greek Middle_Eastern Good_Food Good_Service Good_Decor $15-$30"
"Domenico's", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Private_Parties Late_Night_Menu Italian_(Northern) Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"NEWBURY STEAK HOUSE", "boston", "Weekend_Dining American_(Traditional) Steakhouses Good_Food Good_Service Good_Decor $15-$30"
"Gourmeli's", "boston", "Weekend_Dining Weekend_Dining Classic_Hotel_Dining American_(Traditional) Continental Good_Food Excellent_Service Good_Decor $15-$30"
"GIACOMO'S", "boston", "Takeout_Available Weekend_Dining Little_Known_But_Well_Liked No_Reservations Italian_(Northern) Italian_(Southern) Seafood Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Cantares", "boston", "Private_Parties Quirky Happy_Hour Entertainment Dancing Mexican Tex-Mex South_American Good_Food Good_Service Good_Decor $15-$30"
"FLORENCE'S RESTAURANT", "boston", "Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Traditional Italian_(Northern) Italian_(Southern) Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"BOB THE CHEF", "boston", "Takeout_Available Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Quirky Open_for_Breakfast Credit_cards_are_not_accepted Southern Soulfood Excellent_Food Excellent_Service Fair_Decor below_$15"
"BANGKOK CUISINE", "boston", "Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Quirky Thai Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"CHEF CHANG'S HOUSE", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Traditional Chinese Excellent_Food Excellent_Service Good_Decor $15-$30"
"Museum of Fine Arts Restaurant", "boston", "Excellent_Food Good_Service Excellent_Decor $15-$30"
"CHAU CHOW", "boston", "Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Late_Night_Menu Credit_cards_are_not_accepted Chinese Extraordinary_Food Good_Service Poor_Decor below_$15"
"Enzo's Ristorante d'Italia", "boston", "Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"IRUNA", "boston", "Weekend_Dining Private_Rooms_Available Private_Parties Cafe/Garden_Dining Dining_Outdoors Game Credit_cards_are_not_accepted Spanish Excellent_Food Excellent_Service Good_Decor $15-$30"
"COMMONWEALTH BREWING COMPANY", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining No_Reservations Private_Rooms_Available Private_Parties Quirky Entertainment Singles_Scene American_(Traditional) Bar-B-Q Good_Food Good_Service Excellent_Decor below_$15"
"Ottavio's (CLOSED)", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Very_Busy_-_Reservations_a_Must Private_Rooms_Available Private_Parties Parking/Valet Cafe/Garden_Dining Dining_Outdoors Game Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"MATSU-YA", "boston", "Weekend_Dining Health_Conscious_Menus Delivery_Available Japanese Korean Excellent_Food Excellent_Service Good_Decor $15-$30"
"GOLDEN PALACE", "boston", "Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Chinese Excellent_Food Good_Service Good_Decor $15-$30"
"Pour House", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Quirky Late_Night_Menu Open_for_Breakfast Singles_Scene American_(Traditional) Good_Food Good_Service Good_Decor below_$15"
"Clarke's", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Singles_Scene American_(Traditional) Excellent_Food Good_Service Good_Decor below_$15"
"BOODLE'S OF BOSTON", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Classic_Hotel_Dining Open_for_Breakfast American_(Contemporary) Grills Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"ATLANTIC FISH COMPANY", "boston", "Wheelchair_Access Weekend_Dining No_Smoking_Allowed Weekend_Dining Parking/Valet Health_Conscious_Menus Cafe/Garden_Dining Dining_Outdoors Seafood Good_Food Good_Service Good_Decor $15-$30"
