restaurant,features
3825, 189 92 80 129 89 66 88 229
3826, 189 154 221 139 43 113 65 66 64 0
3827, 189 78 81 139 172 173 54 106 146 6 65 66 64 229
3828, 23 154 90 221 22 199 65 66 88 0
3829, 124 32 221 177 6 68 66 64 0
3830, 23 154 115 65 66 64 0
3831, 23 154 90 37 22 6 89 91 88 0
3832, 124 154 8 181 177 172 173 214 6 68 69 64 1
3833, 23 221 154 90 221 217 172 173 214 22 113 187 65 66 64 1
3834, 124 221 221 13 129 65 66 88 229
3835, 189 221 179 33 146 49 116 65 91 88 229
3836, 124 154 172 173 19 36 89 91 88 0
3837, 154 8 221 217 214 106 197 205 68 69 67 0
3838, 23 221 154 92 80 162 65 66 88 229
3839, 23 154 221 113 65 66 64 0
3840, 124 154 8 177 174 136 43 84 68 69 64 0
3841, 124 8 90 181 177 136 42 84 68 69 67 1
3842, 189 209 36 89 91 72 229
3843, 124 225 32 221 139 113 65 66 72 229
3844, 23 221 154 90 139 172 173 214 37 22 6 89 91 88 0
3845, 124 154 221 179 181 174 172 173 19 6 89 66 67 0
3846, 23 221 179 113 65 66 64 0
3847, 124 221 209 95 89 91 88 0
3848, 189 154 221 217 172 173 113 68 66 64 0
3849, 189 32 221 179 50 204 122 89 91 72 229
3850, 189 214 59 89 91 88 0
3851, 124 214 59 89 91 88 0
3852, 124 221 8 221 172 173 214 197 205 68 69 67 0
3853, 23 225 221 92 80 179 139 106 50 204 59 65 91 64 229
3854, 189 154 86 71 90 140 181 217 174 172 173 136 106 103 43 6 134 135 67 230
3855, 189 94 5 119 221 106 48 62 205 65 66 67 0
3856, 124 8 214 59 89 91 88 0
3857, 23 154 221 172 173 54 214 22 113 89 91 88 0
3858, 124 225 221 139 113 162 89 91 88 0
3859, 189 154 221 174 214 6 68 66 64 0
3860, 23 179 146 6 49 116 89 91 88 229
3861, 124 154 86 8 221 136 219 84 6 68 69 67 1
3862, 189 221 175 190 188 154 92 80 221 164 209 6 89 91 88 229
3863, 23 94 93 221 164 181 172 173 54 48 62 84 65 66 64 0
3864, 23 225 221 154 92 80 139 113 162 65 91 72 229
3865, 189 221 117 65 66 72 229
3866, 124 123 36 65 66 88 0
3867, 124 8 181 177 172 173 43 113 68 69 67 1
3868, 23 154 113 65 66 88 0
3869, 189 225 206 65 66 72 229
3870, 124 154 179 36 65 66 88 0
3871, 189 32 221 113 65 66 88 229
3872, 189 5 119 179 116 89 91 88 229
3873, 23 154 80 221 164 113 162 89 91 88 0
3874, 189 221 43 196 205 65 91 88 0
3875, 189 154 221 179 209 15 65 91 88 0
3876, 124 154 221 179 172 173 22 113 65 66 64 0
3877, 23 154 5 119 221 95 65 66 64 0
3878, 124 221 181 177 172 173 84 6 65 66 67 0
3879, 189 221 178 214 6 65 66 88 0
3880, 23 5 119 158 221 146 6 89 91 88 0
3881, 124 154 221 179 172 173 6 166 65 66 88 229
3882, 221 5 119 92 80 139 162 65 91 72 229
3883, 23 221 154 221 13 95 65 66 64 0
3884, 23 221 139 172 173 54 106 13 129 134 69 67 0
3885, 23 19 206 65 66 64 0
3886, 23 94 154 170 106 113 65 66 64 0
3887, 124 113 68 66 88 0
3888, 189 32 13 218 65 91 168 229
3889, 23 71 90 217 177 172 173 22 6 68 69 67 1
3890, 23 154 181 217 177 113 68 66 64 0
3891, 189 221 154 32 92 80 221 106 146 209 27 45 194 192 68 66 88 229
3892, 189 154 221 179 172 173 48 62 209 87 65 66 64 0
3893, 23 154 5 119 221 164 172 173 214 106 48 62 6 89 91 88 0
3894, 23 154 221 54 187 65 66 88 0
3895, 124 221 48 62 13 129 89 66 64 0
3896, 124 221 154 8 172 173 219 84 65 66 67 0
3897, 124 154 221 172 173 199 65 66 64 0
3898, 189 221 43 6 65 66 88 0
3899, 23 27 45 89 91 88 0
3900, 124 221 113 65 66 64 0
3901, 124 154 36 65 66 88 0
3902, 23 154 90 181 217 177 174 172 173 136 37 48 62 22 209 6 68 69 133 1
3903, 23 221 154 22 113 65 66 64 0
3904, 189 221 80 123 139 129 68 66 88 0
3905, 189 221 175 190 188 154 221 164 172 173 15 89 91 88 0
3906, 23 221 154 174 54 37 84 65 66 64 0
3907, 189 221 175 190 188 154 221 209 98 65 66 88 229
3908, 124 113 65 66 72 0
3909, 23 36 89 91 88 0
3910, 124 171 154 86 8 71 181 217 177 174 170 136 106 22 84 134 135 133 230
3911, 189 225 221 154 179 50 204 209 36 65 91 72 0
3912, 189 171 86 90 181 217 177 172 173 136 43 84 11 68 69 64 1
3913, 124 86 123 43 6 68 69 67 1
3914, 189 32 221 50 204 146 6 59 89 91 72 229
3915, 189 154 221 181 54 84 65 66 88 0
3916, 23 221 154 221 172 173 13 95 65 66 88 0
3917, 23 221 177 214 113 65 66 64 0
3918, 23 154 93 221 177 43 127 68 66 64 0
3919, 189 179 139 36 65 91 72 229
3920, 189 221 209 113 65 66 88 0
3921, 124 154 181 177 174 172 173 43 84 68 69 64 0
3922, 189 221 221 54 103 77 50 204 48 62 33 146 104 215 89 91 88 229
3923, 124 221 172 173 48 62 113 65 66 88 0
3924, 124 154 177 113 65 66 88 0
3925, 189 154 5 119 221 48 62 46 65 66 64 0
3926, 189 218 65 91 88 229
3927, 124 154 123 36 68 66 64 0
3928, 124 221 139 209 187 199 116 68 66 88 0
3929, 189 5 119 221 129 89 91 72 229
3930, 23 154 90 181 136 37 22 42 65 69 67 1
3931, 23 154 86 71 90 217 174 136 37 22 43 6 134 135 133 1
3932, 124 221 221 139 47 65 66 88 229
3933, 189 221 80 221 129 89 91 88 0
3934, 23 154 221 172 173 54 22 113 65 66 64 0
3935, 189 154 221 139 113 65 66 64 0
3936, 124 221 154 92 158 221 50 204 19 113 89 91 88 229
3937, 189 154 221 139 172 173 106 113 65 66 64 0
3938, 23 221 154 164 217 172 173 214 197 205 89 91 88 0
3939, 189 32 179 117 89 91 88 0
3940, 189 179 130 65 66 88 0
3941, 189 154 221 172 173 54 113 162 65 66 64 0
3942, 23 154 90 221 172 173 214 22 199 65 66 64 1
3943, 189 221 123 179 19 166 68 66 64 229
3944, 23 221 154 217 172 173 54 37 22 95 65 66 67 0
3945, 23 154 90 37 22 199 65 66 64 1
3946, 189 5 119 19 117 89 91 72 229
3947, 189 154 221 177 172 173 113 68 69 67 0
3948, 189 92 162 65 91 88 229
3949, 23 154 37 22 59 68 66 64 1
3950, 189 154 221 172 173 54 219 113 68 69 67 0
3951, 124 221 129 68 66 88 0
3952, 189 32 110 65 91 88 229
3953, 23 154 93 90 217 22 199 68 69 64 1
3954, 124 154 179 139 113 89 91 88 0
3955, 189 154 115 65 66 88 0
3956, 189 154 221 113 65 66 88 0
3957, 23 22 206 65 91 88 229
3958, 189 221 32 221 181 54 84 65 66 88 0
3959, 23 154 19 13 109 65 91 64 0
3960, 189 32 221 139 43 6 31 6 68 66 64 0
3961, 124 154 8 48 62 197 205 89 91 88 0
3962, 124 221 154 92 80 221 54 98 65 66 88 229
3963, 189 221 179 113 65 91 88 0
3964, 189 221 179 50 204 33 166 65 66 72 229
3965, 189 154 117 65 91 88 0
3966, 124 92 80 139 162 65 66 88 229
3967, 189 92 80 221 54 15 65 91 72 0
3968, 23 221 113 68 66 64 0
3969, 23 154 174 136 37 84 6 68 69 67 1
3970, 23 154 93 221 164 54 196 65 66 67 0
3971, 23 154 221 209 113 65 66 88 0
3972, 23 221 154 221 172 173 95 65 66 64 0
3973, 189 221 92 80 221 139 146 6 89 91 88 229
3974, 189 50 204 9 89 91 88 0
3975, 189 225 140 139 77 11 65 66 88 229
3976, 189 154 221 177 214 113 89 91 88 0
3977, 189 221 5 119 92 80 139 162 65 91 88 229
3978, 124 92 80 129 65 66 64 0
3979, 23 154 90 172 173 37 22 115 68 69 67 1
3980, 23 139 77 50 204 146 6 27 45 39 52 68 66 88 229
3981, 124 221 5 119 80 221 77 146 6 98 89 91 88 229
3982, 189 221 92 80 139 113 162 65 91 88 0
3983, 23 113 215 89 91 88 0
3984, 189 154 221 214 205 160 65 66 88 0
3985, 23 154 221 181 172 173 136 7 219 48 62 42 84 65 66 67 1
3986, 124 154 172 173 115 68 66 64 0
3987, 189 154 86 221 181 217 177 54 84 68 69 67 1
3988, 189 129 65 66 88 229
3989, 23 225 221 179 139 146 6 65 91 64 229
3990, 124 154 221 113 65 66 64 0
3991, 124 221 154 92 80 172 173 162 28 65 66 64 0
3992, 189 225 221 154 221 140 139 103 146 104 215 89 91 72 229
3993, 124 221 154 172 173 19 36 65 66 64 0
3994, 189 32 221 179 166 65 91 72 229
3995, 189 221 221 179 166 65 66 72 229
3996, 189 221 221 164 172 173 54 219 6 89 91 88 0
3997, 124 154 92 221 179 113 89 66 64 0
3998, 124 221 181 136 6 42 65 66 64 0
3999, 124 154 43 113 89 91 88 0
4000, 189 221 154 221 172 173 54 219 43 196 65 66 64 0
4001, 189 92 80 139 146 6 68 66 88 229
4002, 23 5 119 221 181 54 219 15 65 66 88 0
4003, 189 221 5 119 139 36 65 91 72 229
4004, 189 32 130 131 65 91 72 229
4005, 189 32 221 139 178 146 59 6 68 91 88 229
4006, 189 221 43 31 84 65 66 88 0
4007, 124 221 5 119 92 80 221 13 129 65 91 64 0
4008, 23 154 90 221 217 170 172 173 22 199 68 66 64 1
4009, 124 154 90 37 22 199 65 66 64 0
4010, 124 154 179 22 199 89 91 88 0
4011, 189 221 94 221 54 33 146 59 6 65 66 64 0
4012, 189 221 113 89 66 88 0
4013, 189 221 5 119 123 146 13 129 68 66 72 229
4014, 189 63 65 66 72 229
4015, 124 154 221 179 48 62 113 89 91 88 0
4016, 124 5 119 221 194 192 89 91 88 0
4017, 189 221 123 13 160 65 66 88 0
4018, 124 221 154 50 204 33 43 113 65 66 64 0
4019, 189 221 177 113 65 66 64 0
4020, 124 154 221 172 173 48 62 84 89 91 88 0
4021, 124 221 31 65 91 88 0
4022, 23 115 68 66 64 0
4023, 23 221 113 162 65 66 64 0
4024, 189 32 160 89 91 88 0
4025, 23 221 92 80 50 204 209 6 65 91 72 229
4026, 124 221 221 179 214 22 6 59 6 65 66 64 0
4027, 124 221 154 92 221 6 15 65 66 64 0
4028, 23 154 123 37 127 68 69 67 1
4029, 23 221 154 221 172 173 7 113 65 66 64 0
4030, 189 221 154 92 221 172 173 178 48 62 187 15 89 66 64 0
4031, 124 154 36 65 66 88 0
4032, 189 221 172 173 113 65 66 64 0
4033, 189 32 46 89 91 88 0
4034, 124 221 187 65 66 88 0
4035, 23 154 221 181 217 22 113 68 66 64 1
4036, 23 154 5 119 221 95 65 66 64 0
4037, 23 221 154 172 173 13 187 65 66 64 0
4038, 23 154 90 136 37 22 199 65 69 64 1
4039, 189 154 221 179 6 42 15 65 66 88 0
4040, 23 154 93 90 181 174 214 37 219 22 113 68 66 67 1
4041, 189 42 166 89 91 88 0
4042, 124 221 154 5 119 221 123 19 194 192 89 91 88 0
4043, 189 221 32 179 127 130 65 91 72 229
4044, 124 175 190 188 154 164 6 89 91 64 229
4045, 23 154 90 172 173 37 22 19 167 89 91 88 0
4046, 124 221 92 80 139 209 162 65 91 88 229
4047, 124 154 8 221 181 177 172 173 54 43 6 68 69 64 1
4048, 124 154 8 71 90 140 181 217 177 172 173 214 136 106 103 219 84 113 11 134 135 133 230
4049, 124 154 5 119 221 123 179 217 172 173 50 204 6 113 65 66 88 0
4050, 124 221 177 84 65 66 64 0
4051, 124 225 217 19 218 65 91 72 0
4052, 23 221 221 59 6 65 66 64 0
4053, 124 221 139 33 19 146 194 192 65 66 88 229
4054, 23 177 19 109 65 66 88 0
4055, 124 154 123 179 43 36 65 66 64 0
4056, 124 154 48 62 183 89 91 88 0
4057, 189 221 154 5 119 92 80 139 54 113 162 89 91 88 229
4058, 189 154 177 84 65 66 64 0
4059, 189 154 221 214 113 68 66 64 0
4060, 23 154 93 90 181 217 177 170 172 173 22 113 68 69 67 1
4061, 23 37 22 42 89 91 88 0
4062, 189 154 158 221 172 173 54 113 89 66 88 0
4063, 189 221 154 32 139 36 51 65 91 72 0
4064, 124 221 187 65 66 88 0
4065, 23 154 221 209 6 15 65 66 88 0
4066, 189 221 218 65 91 72 229
4067, 189 221 179 146 39 52 166 65 66 72 229
4068, 124 221 154 140 172 173 6 65 66 64 0
4069, 189 5 119 164 181 177 172 173 43 59 84 113 89 91 88 0
4070, 23 221 154 90 221 170 172 173 54 106 22 113 65 66 67 1
4071, 124 32 221 177 113 65 66 88 0
4072, 189 225 32 179 19 206 68 66 88 0
4073, 124 154 92 80 221 199 65 66 64 0
4074, 23 221 154 92 80 139 209 59 98 89 66 88 229
4075, 23 221 5 119 221 13 197 205 84 65 66 88 0
4076, 124 8 181 177 136 187 28 68 69 67 1
4077, 23 221 22 19 36 65 66 88 0
4078, 23 130 65 66 88 229
4079, 23 208 154 93 90 221 217 170 172 173 106 22 113 68 66 64 0
4080, 189 115 68 66 88 0
4081, 124 221 221 123 181 177 172 173 84 113 68 66 64 0
4082, 189 32 221 123 139 15 68 66 72 229
4083, 124 154 37 187 65 91 88 229
4084, 23 154 123 113 89 91 88 0
4085, 23 154 93 221 164 172 173 6 65 66 64 0
4086, 23 154 93 90 221 217 214 22 6 68 66 64 1
4087, 23 154 93 90 221 217 170 172 173 54 214 106 22 113 187 68 66 67 1
4088, 23 113 65 66 64 0
4089, 124 154 113 162 65 66 88 0
4090, 124 154 90 221 181 177 172 173 22 6 89 91 88 0
4091, 189 5 119 187 129 65 91 88 0
4092, 189 221 172 173 48 62 209 209 13 87 65 66 64 0
4093, 124 221 8 221 123 87 68 66 88 0
4094, 124 154 86 8 43 84 68 69 67 0
4095, 189 94 154 221 181 214 106 6 68 66 67 1
4096, 189 94 154 221 139 172 173 54 106 113 68 66 64 0
4097, 189 154 221 54 214 43 129 65 66 64 0
4098, 23 154 172 173 19 36 65 66 64 0
4099, 23 154 172 173 113 68 66 67 0
4100, 23 221 154 77 50 204 146 14 59 68 66 64 229
4101, 154 181 177 84 65 66 64 0
4102, 189 154 221 214 113 65 66 64 0
4103, 189 154 48 62 130 65 66 88 0
4104, 23 171 154 93 221 181 217 177 174 170 172 173 136 106 48 62 22 6 68 69 67 1
4105, 189 94 154 221 54 106 84 113 65 66 64 0
4106, 124 154 109 65 91 88 229
4107, 189 206 65 91 88 0
4108, 124 5 119 221 126 43 129 65 66 88 229
4109, 124 221 214 197 205 89 91 88 0
4110, 124 154 90 172 173 22 199 68 66 64 1
4111, 189 154 86 71 90 181 217 177 174 136 84 115 11 134 69 67 1
4112, 23 214 113 89 91 88 0
4113, 23 5 119 164 113 89 91 88 0
4114, 189 221 221 139 129 65 66 64 229
4115, 189 221 13 197 205 65 66 88 0
4116, 189 221 175 190 188 94 154 221 164 54 6 89 91 88 229
4117, 189 221 32 109 65 66 88 229
4118, 154 172 173 113 162 89 91 88 0
4119, 124 221 139 172 173 54 48 62 27 45 65 66 64 0
4120, 23 154 93 90 221 181 170 106 22 43 113 68 69 67 1
4121, 189 154 92 80 221 179 113 162 89 91 88 0
4122, 189 19 206 68 66 64 0
4123, 23 5 119 90 221 172 173 214 22 113 199 89 91 88 0
4124, 23 171 154 86 71 90 181 217 177 174 170 172 173 136 106 22 84 134 135 133 230
4125, 189 221 113 89 91 88 0
4126, 189 221 154 92 80 179 172 173 113 162 65 66 88 0
4127, 124 221 154 92 221 139 172 173 187 68 66 88 0
4128, 23 175 190 188 94 154 93 90 221 164 181 170 172 173 214 106 219 22 84 65 66 67 1
4129, 124 8 140 123 179 139 177 22 115 68 66 64 0
4130, 189 154 221 181 177 209 84 65 66 88 0
4131, 23 221 154 179 172 173 22 19 36 51 89 91 88 0
4132, 189 32 36 65 66 72 229
4133, 124 221 181 177 172 173 214 22 6 65 66 64 1
4134, 23 221 154 93 221 54 22 209 6 65 66 67 0
4135, 189 58 89 91 88 0
4136, 189 221 154 138 86 92 221 179 139 7 50 204 33 146 6 65 66 88 229
4137, 23 154 93 90 221 172 173 214 219 48 62 22 187 199 65 66 64 1
4138, 23 154 179 172 173 130 159 65 66 88 0
4139, 189 221 181 84 68 66 64 0
4140, 23 221 221 164 129 89 91 88 0
4141, 23 221 6 65 66 64 0
4142, 124 154 221 113 89 91 88 0
4143, 124 154 8 90 123 181 177 172 173 136 37 22 42 84 68 69 67 1
4144, 23 221 43 6 68 66 64 0
4145, 124 154 8 221 181 174 172 173 54 50 204 84 68 69 64 0
4146, 189 154 36 68 66 64 0
4147, 124 221 179 139 113 68 69 88 0
4148, 189 32 19 109 89 91 72 229
4149, 124 154 172 173 37 187 65 66 67 0
4150, 189 32 221 179 122 65 91 72 229
4151, 23 171 154 177 172 173 37 22 209 113 65 66 64 0
4152, 124 32 139 36 65 91 88 0
4153, 189 154 86 90 221 181 172 173 136 219 22 84 65 66 67 1
4154, 189 43 63 65 91 88 229
4155, 189 221 175 190 188 154 92 80 221 54 50 204 33 27 45 194 192 89 91 88 229
4156, 189 59 68 66 64 0
4157, 189 154 179 172 173 113 65 66 88 0
4158, 189 221 187 89 91 88 0
4159, 23 154 177 22 113 89 91 88 0
